,0,1,2
0,0.9792069868221747,0.020702275650255727,9.073752756966086e-05
1,0.9943654793421117,0.0016708829452348611,0.003963637712653342
2,0.985661029992277,0.00023697161209362738,0.01410199839562938
3,0.17380120088457582,3.5897464819351423e-09,0.8261987955256777
4,0.9842781572140956,0.007625825422835141,0.00809601736306916
5,0.9866759003491209,0.0018123381430576666,0.011511761507821395
6,0.9506488567825137,0.04934819903047491,2.944187011558646e-06
7,0.9993656344327853,0.00011685406932200005,0.0005175114978929836
8,0.9994217648602649,0.0005294695800885417,4.876555964669264e-05
9,0.9997582499756813,2.9937571492747495e-06,0.00023875626716944937
10,0.9998351504252138,0.00015748364285823814,7.365931928025053e-06
11,0.9999080627564705,4.524807439631811e-05,4.6689169133227876e-05
12,0.9997741670713617,6.085004047085841e-06,0.00021974792459123374
13,0.9994572079004178,0.00012702721090141795,0.00041576488868070373
14,0.9892687149169103,7.684496795947672e-10,0.010731284314640228
15,0.9998096564180295,7.783232952799374e-05,0.00011251125244248957
16,0.9899415273706628,0.009573306935724012,0.00048516569361332364
17,0.993795440265557,0.0031455437810119125,0.003059015953430959
18,0.9975811847523578,0.002339163474675381,7.965177296683e-05
19,0.9908700131899724,0.009108296852332737,2.168995769497589e-05
20,0.9999999786853,3.243519728335579e-09,1.80711800735719e-08
21,0.9999673913597082,2.8677230196021726e-05,3.931410095799096e-06
22,0.9999995354018842,4.34079790348894e-07,3.051832553127059e-08
23,0.9981862008060948,0.001812933484351876,8.657095534330735e-07
24,0.9978848801689937,0.000286796556272189,0.001828323274734143
25,0.9997176168566511,3.412551350564775e-10,0.0002823828020936715
26,0.9978154780595877,0.0021110194066260284,7.350253378632458e-05
27,0.9994148630550114,9.60342127354952e-05,0.000489102732253125
28,0.9999934577556898,1.3581282537831267e-06,5.184116056518019e-06
29,0.9990682877308216,0.00018025156886938541,0.0007514607003092271
30,0.6151931599325839,0.31941456599643664,0.06539227407097938
31,0.00726995013081167,0.8500880058857293,0.1426420439834591
32,0.0007181256618688372,0.4066519659516512,0.59262990838648
33,2.8445587526123e-07,0.021762805847602026,0.9782369096965228
34,0.0027190922520280037,0.33410073581312305,0.663180171934849
35,0.06108541005027405,0.9383907201159084,0.0005238698338175609
36,0.011803473456030146,0.8508297431321313,0.1373667834118385
37,0.0012293383505712395,0.9918084019369451,0.006962259712483741
38,0.2946702480532158,0.6946583364613917,0.010671415485392516
39,0.00016227558314022545,0.9998217975856203,1.5926831239478026e-05
40,0.02897438776903638,0.875376799405243,0.09564881282572062
41,0.7562134899846339,0.18751127745405954,0.056275232561306565
42,0.001009852977786152,0.9989901348302469,1.2191966939163012e-08
43,0.117846997694326,0.8431840614003591,0.03896894090531506
44,0.7744574896038735,0.22503774775039714,0.00050476264572926
45,0.010432278113927527,0.98843186002384,0.0011358618622324555
46,0.07014173518575324,0.8854083084819991,0.04444995633224771
47,0.6763001529063661,0.2508821985258241,0.07281764856780991
48,6.081628045227329e-05,0.19784522937502821,0.8020939543445195
49,0.0017184628628220512,0.998102252271475,0.00017928486570286664
50,0.3826418717704469,0.6172566740169055,0.00010145421264760504
51,0.02152804194650156,0.9738180098290533,0.00465394822444532
52,0.10254470423433877,0.8908264540219402,0.006628841743721124
53,0.2884554517198894,0.7107212101014997,0.000823338178610896
54,0.007517715562687073,0.9888403311378633,0.0036419532994495622
55,0.004877592822049484,0.9948704478324063,0.00025195934554415384
56,0.8614029896862215,0.13848142990314033,0.00011558041063814842
57,1.1677394777156207e-05,0.999987926465678,3.96139544796552e-07
58,0.19778316222336856,0.8017720268768644,0.00044481089976698983
59,0.0005288657009279304,0.9992536823274185,0.00021745197165347314
60,0.002473627172133491,0.994508368423233,0.003018004404633359
61,0.007335822875903588,0.9799995454250924,0.012664631699004099
62,0.004982653342558952,0.9949597935999813,5.755305745992605e-05
63,0.027844370674002805,0.9628793398181325,0.009276289507864683
64,0.11774400247621974,0.02226597917693382,0.8599900183468463
65,7.854481987090859e-06,0.2083970904872688,0.7915950550307441
66,0.016211374333245872,0.034144465226440476,0.9496441604403137
67,0.0002935231665016082,0.2172033712131011,0.7825031056203972
68,0.9192347333265507,0.04881801670571572,0.03194724996773361
69,2.3543192073086833e-06,8.09687951223249e-06,0.9999895488012805
70,0.0013532450759006808,0.4905507423560998,0.5080960125679995
71,0.7393545140954179,0.20761530835178377,0.05303017755279822
72,0.0014925769769627759,0.2765435038672815,0.7219639191557558
73,4.693304102125866e-09,0.004904076346689582,0.9950959189600063
74,1.3070924138532868e-15,0.0023422298803039247,0.9976577701196947
75,0.2508516454557414,0.7399400670385055,0.009208287505753171
76,6.676794690718951e-06,0.9615792149271637,0.03841410827814561
77,1.0719581196224037e-05,0.010781216391495992,0.9892080640273078
78,0.26082984445259444,0.7386135226478996,0.0005566328995059322
79,0.03918691017869477,0.6469627077075064,0.31385038211379884
80,1.1202240613585688e-06,0.9999727506687255,2.6129107213195123e-05
81,0.9558827003305664,0.030442591490016917,0.01367470817941666
82,9.198650718080636e-07,0.11887675036996599,0.8811223297649623
83,0.0008046751436205766,0.2966007391012126,0.7025945857551669
84,0.0002344396016209322,0.9934434815952441,0.006322078803135008
85,0.00855878594366093,0.8591671251342113,0.13227408892212772
86,0.00029255961959398014,0.010688743560280786,0.9890186968201251
87,0.07986731337394273,0.8720340914852317,0.048098595140825644
88,4.056491216044253e-05,0.0023302342607742625,0.9976292008270653
89,0.0008797632717884127,0.005084817856549076,0.9940354188716625
90,0.5561789481284392,0.17474985643822913,0.26907119543333163
91,0.010036282205174867,0.9653510366839988,0.02461268111082618
92,6.439403499704387e-05,0.9999268323833425,8.77358166069633e-06
93,2.0694224068165882e-09,0.0013290941773525125,0.998670903753225
94,4.048804717836599e-07,0.35407112060822266,0.6459284745113054
